Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
tour_id6zy4h2sg,UNITED KINGDOM,18-24,With Spouse and Children,2.0,2.0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,16,5,Yes,Higher Cost
tour_idlfja03zw,SPAIN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,3,Yes,High Cost
tour_id7u3ri3i8,UGANDA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idd8ny3j3l,KENYA,25-44,Alone,0.0,1.0,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,5,0,No,Low Cost
tour_id0gt6cllr,UGANDA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost
tour_idb64c8kuf,RWANDA,18-24,Alone,1.0,0.0,Visiting Friends and Relatives,Cultural Tourism,Trade fair,Independent,No,No,No,No,No,No,No,8,0,Yes,Lower Cost
tour_idsg7n4di8,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,3,Yes,Higher Cost
tour_idphte9ncb,FRANCE,45-64,With Other Friends/Relatives,4.0,7.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,3,Yes,Highest Cost
tour_idojp6ecb0,DENMARK,18-24,Alone,1.0,0.0,Visiting Friends and Relatives,Cultural Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,0,No,Low Cost
tour_idzyuzf61g,ZAMBIA,25-44,Alone,0.0,1.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_id4ek7paa2,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,High Cost
tour_idbqyb6j2l,DENMARK,45-64,With Other Friends/Relatives,0.0,2.0,Other,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,14,0,No,Higher Cost
tour_id9wj94q5c,MALT,45-64,Alone,0.0,1.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,17,0,No,Normal Cost
tour_id1gebahrp,FRANCE,45-64,With Spouse and Children,3.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,Yes,Higher Cost
tour_idaoq4mr44,MOZAMBIQUE,25-44,With Spouse and Children,3.0,2.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,No,Normal Cost
tour_idch9zn0wa,SCOTLAND,18-24,With Other Friends/Relatives,4.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,Yes,No,Yes,9,41,Yes,High Cost
tour_id8kz8hiw3,BRAZIL,25-44,With Other Friends/Relatives,2.0,0.0,Meetings and Conference,Mountain Climbing,"Friends, relatives",Package Tour,No,Yes,No,No,Yes,Yes,No,1,0,Yes,Normal Cost
tour_idm24w850p,FRANCE,45-64,With Other Friends/Relatives,3.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,0,6,No,High Cost
tour_id3u2frv2c,SPAIN,65+,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,11,0,Yes,High Cost
tour_idme0gzm3j,KENYA,18-24,Alone,1.0,0.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
tour_ids6qauxfm,AUSTRALIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,No,Higher Cost
tour_idy9eubvud,UNITED KINGDOM,25-44,Alone,0.0,1.0,Meetings and Conference,Conference Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,6,0,No,Normal Cost
tour_idpp3jkdps,UNITED KINGDOM,18-24,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,17,4,Yes,Normal Cost
tour_idwmq6jf3l,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,60,3,Yes,High Cost
tour_idpg91sz6e,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost
tour_idgys0lg1k,KENYA,45-64,Alone,1.0,0.0,Meetings and Conference,Mountain Climbing,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
tour_idtieooybl,MEXICO,25-44,With Other Friends/Relatives,3.0,2.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,5,Yes,Normal Cost
tour_idaz2mbzsa,KENYA,25-44,Alone,1.0,0.0,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,8,0,No,Normal Cost
tour_id6nkfeszt,UGANDA,25-44,With Other Friends/Relatives,5.0,6.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,No,Lower Cost
tour_idaprqv8xl,UNITED KINGDOM,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,7,5,Yes,Higher Cost
tour_id8xvs3516,UNITED KINGDOM,18-24,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,12,5,Yes,Higher Cost
tour_id5nady78g,UGANDA,25-44,,0.0,1.0,Business,Wildlife Tourism,Others,Independent,No,No,No,No,No,No,No,7,0,No,Lower Cost
tour_idtjcmrd5z,SOUTH AFRICA,25-44,Alone,0.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,3,Yes,High Cost
tour_idac3wj89x,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,3,Yes,High Cost
tour_idajmecl6o,FRANCE,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,12,0,Yes,Normal Cost
tour_idwaszemxc,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Low Cost
tour_id5orw765u,FRANCE,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Normal Cost
tour_idktw34adp,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
tour_idr0m65tke,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,2,Yes,Higher Cost
tour_id708ezsz6,SPAIN,45-64,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,3,Yes,High Cost
tour_id2q7m72mv,ZAMBIA,45-64,,0.0,1.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
tour_idjvwuvln0,ZAMBIA,25-44,Alone,0.0,1.0,Business,Diving and Sport Fishing,Trade fair,Independent,No,No,No,No,No,No,No,3,0,No,Low Cost
tour_idgp6g3fry,ISRAEL,25-44,Alone,0.0,1.0,Meetings and Conference,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_id8kwpvaou,KENYA,45-64,,0.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,3,No,Normal Cost
tour_idt5res3ti,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost
tour_idc302e6gp,FRANCE,18-24,Alone,0.0,1.0,Volunteering,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,41,0,Yes,Normal Cost
tour_idgg1ihz1h,UGANDA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,No,No,No,1,5,Yes,Higher Cost
tour_idfgm82ail,BELGIUM,18-24,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,No,No,No,No,7,0,Yes,Normal Cost
tour_id3pan83z6,GERMANY,45-64,With Spouse and Children,2.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,17,4,Yes,Normal Cost
tour_id2o9hl70l,KENYA,25-44,With Other Friends/Relatives,0.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,0,8,Yes,Normal Cost
tour_idvmj96oxd,SPAIN,45-64,Alone,1.0,0.0,Visiting Friends and Relatives,Bird Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,10,0,No,Lower Cost
tour_idtopukpgo,KENYA,25-44,Alone,1.0,0.0,Meetings and Conference,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,4,Yes,Low Cost
tour_idlvca1uwj,ZAMBIA,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_idd5fr9bsa,UNITED STATES OF AMERICA,65+,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,11,0,Yes,Higher Cost
tour_id8yuv5edr,FRANCE,18-24,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,7,0,Yes,High Cost
tour_idrquin6xm,SPAIN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,8,5,Yes,High Cost
tour_id5x73f0v5,INDIA,18-24,Alone,0.0,1.0,Business,Business,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
tour_id6lz584qj,UNITED STATES OF AMERICA,18-24,Alone,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Lower Cost
tour_idv3kfbdqe,UNITED KINGDOM,45-64,With Other Friends/Relatives,0.0,3.0,Business,Widlife Tourism,Trade fair,Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_idphz1e1ll,KENYA,25-44,Alone,0.0,1.0,Business,Widlife Tourism,"Friends, relatives",Package Tour,Yes,No,Yes,No,No,No,No,2,0,No,Normal Cost
tour_idyynddugo,CANADA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,0,Yes,Higher Cost
tour_ido7n7d0an,SOUTH AFRICA,25-44,With Other Friends/Relatives,0.0,2.0,Meetings and Conference,Conference Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,2,Yes,Normal Cost
tour_idkutwy5pu,INDIA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
tour_idyttxcvy3,CHINA,25-44,Alone,1.0,0.0,Meetings and Conference,Mountain Climbing,"Friends, relatives",Package Tour,No,No,No,No,No,No,No,4,0,Yes,Higher Cost
tour_id9rl1zw5l,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,0,7,Yes,Normal Cost
tour_id6au32x2e,JAPAN,65+,Alone,0.0,1.0,Business,Mountain Climbing,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,6,No,Normal Cost
tour_id7onldvxf,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,3,Yes,High Cost
tour_id4uzqjs4w,UNITED STATES OF AMERICA,45-64,With Spouse and Children,3.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,12,4,Yes,Higher Cost
tour_idwunl1o45,DENMARK,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,14,14,Yes,Highest Cost
tour_id9tt54zls,UNITED STATES OF AMERICA,25-44,,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,High Cost
tour_ida375kvub,KENYA,45-64,Alone,0.0,1.0,Meetings and Conference,Conference Tourism,Inflight magazines,Package Tour,Yes,Yes,No,No,No,No,No,2,0,No,Lower Cost
tour_idteczft8e,BURUNDI,45-64,Alone,0.0,1.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,No,Lower Cost
tour_idvuu6dqrf,PAKISTAN,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_id9i4wh555,KENYA,25-44,With Other Friends/Relatives,0.0,3.0,Leisure and Holidays,Bird Tourism,Trade fair,Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
tour_idsvmo6tqu,URUGUAY,45-64,Alone,0.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,2,Yes,Normal Cost
tour_idlhd7kgsy,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,High Cost
tour_idy3j12mg4,INDIA,25-44,Alone,0.0,1.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,0,No,Normal Cost
tour_idi5ftc3kc,CANADA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
tour_id6sk8lkby,SWEDEN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,6,No,Low Cost
tour_idk6ligt7u,KENYA,25-44,With Other Friends/Relatives,2.0,2.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idbayv67ae,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Business,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,No,High Cost
tour_idl31xdbk1,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,18,0,No,Higher Cost
tour_idtowqakum,ZAMBIA,45-64,Alone,0.0,1.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost
tour_id7qlswe8s,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,24,0,No,Normal Cost
tour_idcozlu7vh,SPAIN,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Low Cost
tour_id3vg6qly3,UNITED STATES OF AMERICA,45-64,With Children,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,13,0,Yes,Higher Cost
tour_id86y8km2z,KUWAIT,45-64,With Other Friends/Relatives,3.0,0.0,Visiting Friends and Relatives,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,0,5,Yes,Low Cost
tour_id6muka3n0,ITALY,25-44,With Other Friends/Relatives,3.0,3.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,10,No,Higher Cost
tour_idhvj3myru,UNITED KINGDOM,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,2,Yes,Higher Cost
tour_idx9ryae4j,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Normal Cost
tour_idlv3o0qm9,PORTUGAL,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost
tour_ido2kujh1g,KENYA,45-64,Alone,0.0,1.0,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idv85oiqu6,CHINA,25-44,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,0,3,Yes,Low Cost
tour_idgm73mzrj,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Yes,High Cost
tour_id8bxmwbtc,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Business,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
tour_idlt59631c,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,8,4,Yes,Normal Cost
tour_idzvtjqa7f,UNITED KINGDOM,18-24,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,0,Yes,Normal Cost
tour_idnel5curg,BRAZIL,25-44,,1.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,3,Yes,High Cost
tour_id5qajmskz,NORWAY,18-24,Alone,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_id0m7h5w4c,INDIA,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,1,No,Lower Cost
tour_idm0z00it8,GERMANY,18-24,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,10,Yes,High Cost
tour_id5hl44kgm,SPAIN,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost
tour_iddtn6wdwp,UNITED STATES OF AMERICA,<18,With Other Friends/Relatives,1.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,No,Yes,Yes,No,No,No,11,0,Yes,Higher Cost
tour_idporft4ps,ZAMBIA,45-64,Alone,0.0,1.0,Business,Wildlife Tourism,Trade fair,Independent,No,No,No,No,No,No,No,4,0,Yes,Lower Cost
tour_id9fkv00d4,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,High Cost
tour_id6tdcz7t5,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Meetings and Conference,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,5,0,No,Normal Cost
tour_id4vuoqrdz,ZIMBABWE,25-44,With Other Friends/Relatives,1.0,1.0,Business,Wildlife Tourism,Others,Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
tour_idtpk7bqtm,SPAIN,25-44,Alone,0.0,1.0,Meetings and Conference,Hunting Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Yes,Low Cost
tour_idbd6yodpk,ZAMBIA,45-64,Alone,0.0,1.0,Other,Hunting Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,No,Low Cost
tour_id90i3wgw4,GERMANY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,3,0,Yes,High Cost
tour_ids3vss3ta,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Higher Cost
tour_idj3q1th9w,NORWAY,45-64,With Children,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,5,Yes,Higher Cost
tour_idfugu89ki,GERMANY,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,No,12,5,Yes,Higher Cost
tour_ida747maqu,AUSTRALIA,65+,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,0,Yes,Higher Cost
tour_idl7xsxbro,UNITED STATES OF AMERICA,65+,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost
tour_id9sm7lbyx,SWIZERLAND,45-64,Alone,1.0,0.0,Leisure and Holidays,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,Normal Cost
tour_idozjddqgi,FRANCE,45-64,With Spouse and Children,2.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
tour_id53kkbu5r,ZIMBABWE,25-44,With Other Friends/Relatives,1.0,1.0,Business,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
tour_idlzuegeer,OMAN,25-44,With Spouse and Children,1.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,Yes,No,No,7,0,Yes,Higher Cost
tour_idj88v7tsh,ITALY,45-64,With Spouse,0.0,0.0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,4,3,Yes,Higher Cost
tour_id7zjymys9,UNITED STATES OF AMERICA,18-24,Alone,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Independent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,11,Yes,Low Cost
tour_id9htjcok6,NETHERLANDS,25-44,With Spouse and Children,2.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,10,6,Yes,Higher Cost
tour_idt0o9mfcq,UNITED ARAB EMIRATES,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Low Cost
tour_id7129xfpd,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
tour_idrk8zsgzw,FRANCE,25-44,With Other Friends/Relatives,1.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Yes,Higher Cost
tour_idtbtufzaf,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,7,Yes,High Cost
tour_idbdam5jvs,AUSTRIA,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,0,No,Normal Cost
tour_ide10jpbtp,CANADA,45-64,With Children,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Higher Cost
tour_id116z7mx2,UNITED KINGDOM,25-44,With Other Friends/Relatives,2.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Normal Cost
tour_idikiy7fal,UNITED KINGDOM,25-44,Alone,0.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,0,No,Normal Cost
tour_idmv2q61f5,FRANCE,45-64,With Spouse and Children,3.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,3,Yes,Higher Cost
tour_id07wvc4to,SOUTH AFRICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost
