country,year,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Tanzania,2017,uniqueid_3914,No,Urban,Yes,1,56,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_3915,Yes,Urban,Yes,2,55,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3916,No,Rural,No,2,43,Female,Head of Household,Married/Living together,No formal education,Informally employed
Tanzania,2017,uniqueid_3917,No,Urban,No,2,62,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3918,No,Urban,Yes,5,23,Male,Child,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_3919,No,Urban,No,3,36,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3920,No,Urban,No,2,45,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3921,No,Rural,Yes,2,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3922,No,Urban,Yes,2,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3923,No,Urban,No,2,65,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3924,No,Urban,Yes,1,28,Male,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_3925,No,Urban,Yes,2,34,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3926,No,Urban,Yes,7,42,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3927,No,Urban,No,2,37,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3928,No,Rural,No,2,20,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3929,No,Urban,No,2,30,Female,Spouse,Single/Never Married,No formal education,No Income
Tanzania,2017,uniqueid_3930,No,Rural,Yes,2,42,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3931,No,Urban,No,3,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3932,No,Urban,Yes,1,44,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3933,Yes,Rural,Yes,1,48,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_3934,Yes,Urban,Yes,1,55,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3935,No,Urban,No,2,27,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3936,No,Urban,Yes,1,20,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3937,No,Urban,No,2,38,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3938,Yes,Urban,Yes,3,37,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3939,No,Rural,Yes,2,28,Female,Spouse,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_3940,No,Rural,Yes,4,40,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3941,No,Urban,No,3,17,Male,Parent,Divorced/Seperated,Primary education,No Income
Tanzania,2017,uniqueid_3942,No,Urban,Yes,2,52,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3943,No,Urban,Yes,2,24,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3944,No,Urban,Yes,3,22,Male,Other relative,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3945,No,Rural,No,2,24,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_3946,No,Rural,Yes,1,30,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed
Tanzania,2017,uniqueid_3947,No,Urban,No,1,28,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3948,No,Rural,Yes,3,48,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_3949,No,Urban,Yes,3,19,Female,Other relative,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,uniqueid_3950,No,Urban,No,6,16,Male,Other relative,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3951,No,Urban,Yes,1,53,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3952,No,Rural,Yes,3,22,Male,Other relative,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3953,No,Urban,Yes,4,20,Male,Parent,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_3954,No,Urban,Yes,3,66,Female,Child,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_3955,No,Rural,Yes,3,40,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_3956,No,Urban,Yes,1,30,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_3957,No,Rural,Yes,2,31,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_3958,No,Urban,Yes,1,53,Male,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_3959,Yes,Rural,Yes,4,62,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3960,No,Urban,Yes,3,33,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3961,No,Rural,Yes,1,38,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3962,No,Urban,No,1,67,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3963,No,Rural,No,1,60,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3964,No,Rural,Yes,2,35,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_3965,No,Urban,Yes,3,65,Female,Spouse,Single/Never Married,Primary education,Other Income
Tanzania,2017,uniqueid_3966,No,Urban,Yes,1,30,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_3967,Yes,Rural,Yes,4,29,Female,Other relative,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3968,Yes,Rural,Yes,2,29,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3969,No,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_3970,No,Urban,Yes,2,39,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3971,No,Urban,No,4,65,Female,Parent,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_3972,No,Rural,Yes,1,42,Female,Head of Household,Married/Living together,No formal education,Informally employed
Tanzania,2017,uniqueid_3973,No,Urban,No,2,19,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3974,No,Rural,Yes,2,28,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3975,No,Urban,No,2,56,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3976,Yes,Urban,Yes,1,33,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3977,No,Urban,Yes,1,50,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_3978,No,Urban,No,4,44,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3979,No,Rural,No,2,30,Female,Spouse,Single/Never Married,No formal education,No Income
Tanzania,2017,uniqueid_3980,No,Rural,No,7,23,Female,Parent,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_3981,Yes,Rural,Yes,1,58,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3982,No,Urban,No,2,17,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_3983,No,Rural,Yes,9,22,Female,Parent,Married/Living together,Secondary education,Formally employed Private
Tanzania,2017,uniqueid_3984,No,Rural,No,3,51,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3985,No,Urban,No,2,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3986,No,Urban,Yes,4,66,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3987,No,Urban,No,2,16,Female,Other relative,Divorced/Seperated,Primary education,No Income
Tanzania,2017,uniqueid_3988,No,Rural,Yes,4,21,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_3989,No,Urban,Yes,2,50,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3990,Yes,Rural,Yes,3,38,Female,Spouse,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_3991,No,Rural,Yes,4,25,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_3992,No,Urban,Yes,2,83,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3993,No,Urban,No,2,27,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3994,No,Rural,No,2,35,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3995,No,Urban,No,2,27,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3996,No,Urban,No,1,40,Female,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_3997,No,Rural,Yes,4,20,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3998,No,Urban,No,2,67,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3999,No,Rural,Yes,2,24,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4000,Yes,Urban,Yes,3,44,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_4001,No,Rural,No,2,35,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4002,Yes,Rural,Yes,2,37,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4003,No,Urban,No,1,32,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4004,No,Urban,No,2,78,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4005,No,Urban,Yes,2,45,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4006,Yes,Rural,Yes,2,46,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4007,No,Urban,Yes,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4008,No,Urban,Yes,2,35,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4009,No,Urban,No,2,33,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4010,No,Urban,No,2,52,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4011,No,Urban,Yes,2,74,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4012,No,Urban,Yes,4,16,Male,Parent,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,uniqueid_4013,No,Rural,No,3,27,Female,Child,Married/Living together,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4014,Yes,Urban,Yes,4,26,Male,Parent,Single/Never Married,Vocational/Specialised training,Self employed
Tanzania,2017,uniqueid_4015,No,Urban,No,2,30,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4016,No,Urban,No,2,29,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4017,No,Urban,No,2,65,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4018,No,Rural,Yes,3,50,Female,Head of Household,Widowed,No formal education,Informally employed
Tanzania,2017,uniqueid_4019,No,Urban,Yes,1,33,Female,Head of Household,Married/Living together,Secondary education,Self employed
Tanzania,2017,uniqueid_4020,No,Urban,No,1,20,Female,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_4021,No,Urban,No,5,25,Male,Parent,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4022,No,Urban,Yes,2,41,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4023,No,Urban,No,2,67,Male,Head of Household,Single/Never Married,Primary education,Government Dependent
Tanzania,2017,uniqueid_4024,No,Urban,Yes,3,23,Female,Other relative,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4025,No,Rural,Yes,4,39,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4026,No,Urban,No,2,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4027,No,Urban,Yes,5,58,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4028,No,Rural,Yes,2,17,Female,Parent,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_4029,No,Urban,Yes,3,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4030,No,Urban,No,2,31,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
Tanzania,2017,uniqueid_4031,No,Urban,Yes,2,47,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4032,Yes,Rural,Yes,2,34,Male,Child,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4033,No,Urban,No,3,70,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4034,No,Rural,No,1,25,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4035,No,Urban,No,3,47,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4036,No,Urban,No,4,72,Female,Child,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4037,Yes,Rural,Yes,3,58,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4038,No,Urban,No,2,28,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4039,No,Urban,Yes,3,45,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4040,No,Urban,Yes,2,49,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4041,No,Urban,No,1,85,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4042,No,Urban,No,1,59,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4043,No,Urban,No,1,57,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_4044,No,Rural,Yes,2,40,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_4045,No,Urban,Yes,6,18,Female,Parent,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4046,No,Urban,No,2,31,Female,Spouse,Single/Never Married,No formal education,No Income
Tanzania,2017,uniqueid_4047,Yes,Rural,Yes,3,61,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4048,No,Urban,No,2,45,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4049,No,Urban,Yes,2,37,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4050,No,Urban,Yes,2,68,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4051,No,Rural,No,4,88,Female,Child,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4052,No,Rural,Yes,3,56,Male,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4053,Yes,Urban,Yes,2,57,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4054,No,Urban,Yes,10,47,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4055,No,Urban,No,2,45,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_4056,No,Urban,No,3,20,Female,Parent,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,uniqueid_4057,Yes,Rural,Yes,4,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4058,No,Rural,Yes,1,30,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_4059,No,Urban,No,3,47,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4060,No,Urban,No,6,65,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4061,No,Urban,No,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4062,No,Urban,No,3,65,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_4063,No,Urban,No,2,75,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4064,No,Rural,Yes,4,20,Male,Other relative,Divorced/Seperated,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4065,No,Urban,No,1,48,Male,Head of Household,Married/Living together,Secondary education,Self employed
Tanzania,2017,uniqueid_4066,No,Urban,Yes,1,50,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Tanzania,2017,uniqueid_4067,No,Urban,Yes,2,29,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4068,No,Urban,No,2,81,Male,Head of Household,Single/Never Married,Primary education,Government Dependent
Tanzania,2017,uniqueid_4069,No,Urban,Yes,2,80,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4070,No,Urban,No,2,50,Male,Other relative,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4071,No,Urban,Yes,1,75,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_4072,No,Urban,No,2,25,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4073,No,Urban,Yes,1,34,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4074,No,Urban,Yes,2,52,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4075,No,Urban,Yes,1,28,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4076,No,Urban,No,2,39,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4077,No,Urban,Yes,4,52,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4078,Yes,Rural,Yes,1,55,Male,Head of Household,Widowed,Tertiary education,Informally employed
Tanzania,2017,uniqueid_4079,No,Urban,No,3,43,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4080,No,Urban,Yes,2,43,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4081,Yes,Rural,Yes,3,26,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4082,No,Urban,No,2,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4083,No,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4084,No,Rural,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4085,No,Urban,Yes,2,49,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4086,No,Urban,Yes,1,34,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_4087,No,Urban,Yes,1,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4088,No,Urban,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4089,No,Urban,Yes,2,60,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4090,No,Rural,No,2,43,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4091,No,Urban,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4092,No,Urban,No,3,63,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4093,No,Urban,No,1,70,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4094,Yes,Urban,No,2,32,Male,Other relative,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4095,No,Rural,Yes,2,22,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4096,No,Urban,No,2,25,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_4097,No,Urban,No,1,49,Female,Head of Household,Widowed,No formal education,Informally employed
Tanzania,2017,uniqueid_4098,No,Urban,Yes,3,36,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4099,No,Urban,Yes,4,53,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4100,No,Urban,Yes,2,25,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4101,Yes,Rural,Yes,2,52,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4102,No,Urban,Yes,2,53,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4103,No,Urban,No,4,70,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4104,No,Urban,Yes,3,48,Male,Head of Household,Single/Never Married,Primary education,Other Income
Tanzania,2017,uniqueid_4105,Yes,Rural,Yes,2,86,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4106,Yes,Rural,Yes,2,43,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4107,No,Urban,No,2,50,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_4108,No,Rural,No,4,16,Female,Parent,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_4109,No,Rural,Yes,3,42,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4110,No,Urban,Yes,3,56,Female,Head of Household,Married/Living together,No formal education,Informally employed
Tanzania,2017,uniqueid_4111,No,Urban,No,1,28,Female,Head of Household,Married/Living together,Primary education,Government Dependent
Tanzania,2017,uniqueid_4112,No,Urban,No,2,23,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4113,No,Urban,No,2,40,Female,Head of Household,Married/Living together,Primary education,Government Dependent
Tanzania,2017,uniqueid_4114,No,Urban,No,2,95,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4115,Yes,Rural,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_4116,No,Urban,No,4,40,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4117,No,Urban,No,1,31,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4118,No,Urban,Yes,2,37,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_4119,No,Urban,Yes,2,42,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4120,Yes,Rural,Yes,2,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4121,No,Urban,No,1,65,Female,Head of Household,Widowed,No formal education,No Income
Tanzania,2017,uniqueid_4122,No,Rural,Yes,4,42,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4123,No,Rural,No,2,23,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4124,No,Urban,No,2,40,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4125,No,Urban,Yes,2,23,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4126,Yes,Rural,Yes,2,18,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,uniqueid_4127,No,Urban,Yes,2,41,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4128,No,Rural,Yes,2,26,Female,Spouse,Single/Never Married,Secondary education,No Income
Tanzania,2017,uniqueid_4129,No,Urban,Yes,1,26,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4130,No,Urban,No,2,28,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4131,Yes,Rural,Yes,2,23,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4132,No,Urban,No,2,85,Male,Head of Household,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_4133,No,Urban,No,3,18,Female,Parent,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_4134,No,Urban,No,2,49,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4135,No,Urban,No,1,28,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_4136,No,Urban,No,1,80,Female,Head of Household,Widowed,No formal education,Other Income
Tanzania,2017,uniqueid_4137,No,Urban,No,3,16,Female,Other relative,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4138,Yes,Rural,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_4139,No,Urban,Yes,5,51,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4140,Yes,Urban,Yes,2,56,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4141,No,Urban,Yes,1,70,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_4142,No,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4143,No,Urban,Yes,2,40,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_4144,No,Rural,No,3,29,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4145,No,Rural,Yes,2,16,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_4146,No,Urban,Yes,1,53,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_4147,No,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_4148,Yes,Rural,Yes,2,40,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_4149,No,Urban,Yes,2,49,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_4150,No,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
